,Unnamed: 0,sex,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,priors_count.1,two_year_recid
630,630,1,27,0,0,0,5,1,5,0
631,631,1,25,0,0,0,1,0,1,0
632,632,1,23,0,2,0,3,0,3,1
633,633,1,38,0,0,0,0,0,0,0
634,634,1,27,0,2,1,18,0,18,1
635,635,0,35,0,0,0,0,0,0,1
636,636,1,22,0,0,0,0,0,0,0
637,637,0,58,0,0,0,4,0,4,1
638,638,0,57,0,0,0,0,1,0,1
639,639,1,21,0,0,1,0,0,0,0
640,640,0,22,0,0,0,0,0,0,0
641,641,1,30,0,0,0,0,0,0,0
642,642,1,24,0,0,0,1,0,1,1
643,643,1,22,0,0,0,2,0,2,1
644,644,1,29,0,0,0,3,0,3,1
645,645,1,30,0,0,0,8,0,8,1
646,646,0,31,0,0,0,10,0,10,0
647,647,0,45,0,0,0,1,0,1,0
648,648,1,23,0,0,0,4,0,4,0
649,649,1,39,0,0,0,2,0,2,1
650,650,1,31,0,0,0,0,0,0,1
651,651,1,22,0,0,0,1,0,1,1
652,652,0,27,0,0,0,9,0,9,1
653,653,1,27,0,0,0,13,0,13,1
654,654,1,38,0,0,0,1,0,1,1
655,655,1,31,0,0,0,23,0,23,1
656,656,1,47,0,0,0,20,0,20,0
657,657,1,22,0,1,0,3,0,3,0
658,658,1,35,0,0,1,1,1,1,1
659,659,1,23,0,0,0,2,1,2,1
660,660,1,65,0,0,0,2,1,2,1
661,661,1,35,0,0,0,0,1,0,0
662,662,0,33,0,0,0,0,0,0,0
663,663,1,53,0,0,0,1,1,1,0
664,664,1,52,0,0,0,0,0,0,0
665,665,1,21,0,0,0,0,0,0,0
666,666,1,37,0,0,0,11,0,11,0
667,667,1,30,0,0,0,4,1,4,1
668,668,1,33,0,0,0,5,0,5,0
669,669,1,31,0,0,0,2,1,2,0
670,670,1,54,0,0,0,0,0,0,0
671,671,0,31,0,0,0,0,1,0,0
672,672,0,59,0,0,0,2,0,2,0
673,673,1,27,0,0,0,0,1,0,0
674,674,1,36,0,0,0,0,1,0,1
675,675,1,46,0,0,0,17,0,17,1
676,676,1,22,0,0,1,3,0,3,0
677,677,0,28,0,0,0,0,1,0,0
678,678,0,34,0,0,1,15,0,15,1
679,679,1,29,0,0,0,7,0,7,1
680,680,1,23,0,0,1,2,1,2,1
681,681,1,27,0,0,0,3,0,3,0
682,682,1,21,0,0,1,0,0,0,1
683,683,1,48,0,0,0,3,0,3,1
684,684,1,30,0,0,0,15,0,15,1
685,685,0,32,0,0,0,2,0,2,0
686,686,1,31,0,0,0,5,0,5,0
687,687,1,36,0,1,0,4,1,4,0
688,688,1,36,0,0,0,1,1,1,0
689,689,1,44,0,0,0,14,0,14,1
690,690,1,53,0,0,0,2,0,2,0
691,691,1,33,0,0,0,3,1,3,1
692,692,1,21,1,0,0,2,0,2,0
693,693,1,33,0,0,0,4,0,4,1
694,694,1,47,0,0,0,2,0,2,1
695,695,1,57,0,0,0,20,0,20,1
696,696,1,28,0,0,0,2,1,2,0
697,697,1,24,0,0,0,1,1,1,0
698,698,1,44,0,0,0,1,0,1,0
699,699,1,46,0,0,0,0,0,0,0
700,700,1,37,0,0,0,6,0,6,0
701,701,1,26,0,0,0,10,1,10,1
702,702,1,27,0,1,0,10,0,10,1
703,703,1,40,0,0,0,1,0,1,0
704,704,0,60,0,0,0,9,0,9,1
705,705,1,53,0,0,0,1,0,1,0
706,706,1,26,0,1,0,8,0,8,0
707,707,1,28,0,0,0,0,0,0,0
708,708,1,23,0,0,0,0,1,0,0
709,709,0,46,0,0,0,2,0,2,0
710,710,1,23,0,0,0,0,0,0,1
711,711,1,37,0,0,0,5,0,5,1
712,712,1,44,0,0,1,1,1,1,0
713,713,1,50,0,0,0,18,0,18,1
714,714,1,45,0,0,0,0,1,0,0
715,715,1,22,0,0,0,1,0,1,0
716,716,1,26,0,0,0,1,0,1,1
717,717,1,62,0,0,0,0,0,0,0
718,718,1,34,0,0,0,0,1,0,1
719,719,1,24,0,0,0,1,0,1,0
720,720,1,21,0,0,0,0,1,0,0
721,721,1,25,0,0,0,0,0,0,1
722,722,1,68,0,0,0,0,1,0,0
723,723,1,41,0,0,0,2,1,2,0
724,724,1,21,0,0,0,1,0,1,0
725,725,0,37,0,0,0,1,0,1,0
726,726,1,22,0,0,0,0,0,0,0
727,727,1,38,0,0,0,11,0,11,1
728,728,1,42,0,0,0,1,0,1,0
729,729,1,22,0,1,1,1,0,1,1
730,730,1,45,0,0,0,0,0,0,1
731,731,0,36,0,0,0,4,0,4,1
732,732,1,48,0,0,0,2,0,2,0
733,733,0,45,0,0,0,1,0,1,0
734,734,1,23,0,0,1,6,0,6,1
735,735,1,24,0,0,0,0,0,0,0
736,736,1,29,0,0,0,0,0,0,0
737,737,1,24,0,0,0,0,0,0,0
738,738,1,50,0,0,0,11,0,11,0
739,739,1,34,0,1,0,10,0,10,1
740,740,1,23,0,0,0,0,0,0,0
741,741,0,22,0,0,0,0,1,0,0
742,742,1,36,0,0,0,0,0,0,0
743,743,1,30,0,0,0,22,0,22,1
744,744,1,21,0,0,0,0,0,0,1
745,745,0,53,0,0,0,0,0,0,0
746,746,1,24,0,0,0,1,0,1,0
747,747,1,25,0,1,1,7,1,7,1
748,748,0,25,0,0,0,1,1,1,0
749,749,1,71,0,0,0,8,0,8,0
750,750,1,39,0,4,0,10,1,10,0
751,751,0,37,0,0,0,0,0,0,0
752,752,1,20,0,0,2,0,0,0,1
753,753,0,29,0,0,0,3,0,3,0
754,754,1,22,0,0,0,2,0,2,1
755,755,1,26,0,0,0,4,0,4,1
756,756,1,35,0,0,0,5,0,5,0
757,757,0,47,0,0,0,19,0,19,1
758,758,1,21,0,0,0,1,0,1,1
759,759,0,23,0,0,0,0,1,0,0
760,760,0,20,0,0,0,1,0,1,1
761,761,0,23,0,0,0,0,0,0,0
762,762,1,27,0,0,0,3,1,3,0
763,763,1,55,0,0,0,18,0,18,1
764,764,0,53,0,0,0,0,0,0,0
765,765,0,23,0,0,0,0,0,0,0
766,766,1,26,0,0,1,5,0,5,1
767,767,1,25,0,0,0,6,0,6,0
768,768,1,23,0,0,0,2,1,2,0
769,769,1,27,0,0,0,4,0,4,1
770,770,1,26,0,0,0,2,1,2,0
771,771,1,29,0,0,0,1,1,1,0
772,772,1,27,0,0,0,1,0,1,1
773,773,1,28,0,0,0,0,0,0,0
774,774,1,31,0,0,0,0,1,0,0
775,775,1,41,0,0,0,8,0,8,1
776,776,1,25,0,0,0,0,1,0,0
777,777,1,47,0,0,0,0,1,0,0
778,778,1,37,0,0,0,4,0,4,0
779,779,0,35,0,0,0,4,0,4,0
780,780,1,24,0,0,0,1,1,1,1
781,781,1,21,0,2,1,2,0,2,1
782,782,1,22,0,0,0,0,0,0,1
783,783,1,57,0,0,0,11,0,11,0
784,784,1,48,0,0,0,0,0,0,0
785,785,1,36,0,0,0,0,0,0,0
786,786,0,37,0,0,0,3,0,3,0
787,787,1,31,0,0,0,0,1,0,0
788,788,1,22,0,1,0,1,0,1,1
789,789,1,31,0,0,0,2,1,2,0
790,790,1,24,0,0,0,0,0,0,1
791,791,1,32,0,0,1,22,0,22,1
792,792,0,23,0,0,0,0,1,0,0
793,793,1,63,0,0,0,0,1,0,0
794,794,1,30,0,0,0,0,0,0,0
795,795,1,26,0,0,0,2,0,2,1
796,796,1,48,0,0,0,2,1,2,0
797,797,1,20,0,0,2,0,0,0,0
798,798,0,24,0,0,0,1,1,1,1
799,799,0,36,0,0,0,1,1,1,0
800,800,1,83,0,0,0,0,1,0,0
801,801,1,28,0,0,0,2,0,2,0
802,802,1,36,0,0,0,3,0,3,1
803,803,0,33,0,0,0,0,1,0,0
804,804,1,39,0,0,0,0,0,0,0
805,805,1,29,0,0,0,3,1,3,0
806,806,1,30,0,0,0,17,0,17,1
807,807,0,19,1,1,0,1,1,1,1
808,808,1,24,0,0,0,1,0,1,1
809,809,1,36,0,0,0,11,0,11,0
810,810,0,29,0,0,0,1,0,1,0
811,811,1,35,0,0,0,7,0,7,0
812,812,1,24,0,0,1,0,0,0,0
813,813,1,26,0,0,0,0,1,0,0
814,814,1,26,0,0,0,8,0,8,0
815,815,1,52,0,0,0,7,1,7,0
816,816,1,28,0,0,0,14,0,14,1
817,817,1,32,0,0,0,0,1,0,0
818,818,0,32,0,0,0,1,1,1,1
819,819,1,33,0,0,0,5,1,5,1
820,820,1,29,0,1,0,16,0,16,0
821,821,1,34,0,0,0,1,1,1,1
822,822,0,37,0,0,0,0,1,0,1
823,823,1,43,0,0,0,0,1,0,0
824,824,1,47,0,0,0,2,0,2,0
825,825,1,25,0,0,0,3,1,3,1
826,826,0,23,0,0,0,1,0,1,0
827,827,1,39,0,0,0,2,1,2,0
828,828,1,35,0,0,0,13,0,13,1
829,829,1,33,0,0,0,0,0,0,0
830,830,1,21,0,0,0,0,0,0,1
831,831,1,43,1,0,0,20,0,20,0
832,832,1,25,0,1,1,3,0,3,1
833,833,1,48,1,0,0,25,0,25,1
834,834,1,22,0,0,1,1,1,1,1
835,835,1,52,1,0,0,9,1,9,1
836,836,1,26,0,0,0,5,0,5,1
837,837,1,67,0,0,0,4,1,4,1
838,838,1,34,0,0,0,4,1,4,0
839,839,1,56,0,0,0,4,1,4,0
840,840,1,28,0,0,0,1,0,1,1
841,841,1,29,0,0,0,2,1,2,0
842,842,0,24,0,0,0,0,1,0,1
843,843,1,37,0,0,0,6,0,6,1
844,844,1,43,0,0,0,3,0,3,0
845,845,1,51,0,0,0,0,0,0,0
846,846,1,20,0,0,1,1,1,1,1
847,847,1,26,0,0,0,4,1,4,1
848,848,0,39,0,0,0,1,1,1,1
849,849,1,21,0,0,1,1,0,1,0
850,850,1,21,0,1,1,1,0,1,1
851,851,1,24,0,2,0,3,0,3,1
852,852,1,26,0,1,0,4,1,4,1
853,853,1,48,0,0,0,1,0,1,0
854,854,1,24,0,1,0,5,0,5,1
855,855,1,26,0,0,0,0,0,0,0
856,856,1,46,0,0,0,0,0,0,0
857,857,0,30,0,0,0,1,1,1,0
858,858,1,24,0,1,1,7,1,7,0
859,859,0,21,0,0,0,0,1,0,0
860,860,1,24,0,0,0,1,0,1,1
861,861,1,30,0,0,0,1,0,1,0
862,862,1,36,0,0,0,9,1,9,0
863,863,1,30,0,0,0,5,0,5,1
864,864,0,22,0,0,0,1,0,1,0
865,865,1,25,0,0,0,0,0,0,1
866,866,1,31,0,3,0,25,1,25,1
867,867,1,24,0,0,0,0,0,0,0
868,868,1,39,0,0,0,13,0,13,1
869,869,1,46,0,0,0,0,0,0,0
870,870,1,48,0,0,0,5,1,5,1
871,871,0,30,0,0,0,4,0,4,0
872,872,1,40,0,0,0,0,0,0,0
873,873,0,52,0,0,0,0,0,0,0
874,874,1,23,1,0,1,3,0,3,0
875,875,0,26,0,0,0,1,1,1,0
876,876,1,22,0,1,0,1,0,1,1
877,877,1,42,0,0,0,3,0,3,0
878,878,1,23,0,3,1,6,0,6,1
879,879,1,33,0,0,0,4,0,4,1
880,880,1,28,0,0,0,1,0,1,0
881,881,0,37,0,0,0,4,1,4,0
882,882,1,50,0,0,0,1,0,1,0
883,883,1,38,0,0,1,25,1,25,1
884,884,1,32,0,0,0,1,0,1,0
885,885,1,24,0,0,0,3,0,3,1
886,886,1,51,0,0,0,3,0,3,0
887,887,1,19,0,0,0,1,1,1,1
888,888,1,32,0,0,0,4,0,4,0
889,889,0,31,0,0,0,1,0,1,1
890,890,0,29,0,0,0,1,0,1,0
891,891,1,43,0,0,0,0,1,0,0
892,892,1,26,0,0,0,9,0,9,1
893,893,1,27,0,0,0,0,0,0,1
894,894,1,52,0,0,0,1,0,1,1
895,895,1,27,0,0,0,1,1,1,0
896,896,0,57,0,0,0,1,1,1,0
897,897,1,28,0,0,0,3,1,3,1
898,898,1,32,0,0,0,3,0,3,1
899,899,1,27,0,0,0,5,1,5,1
900,900,1,45,0,0,0,0,1,0,1
901,901,0,42,0,0,0,0,1,0,0
902,902,1,33,0,0,0,0,0,0,1
903,903,1,26,0,0,0,4,1,4,0
904,904,0,28,0,0,1,3,1,3,0
905,905,0,53,0,0,0,0,1,0,0
906,906,1,24,0,0,0,0,0,0,0
907,907,1,28,0,0,0,1,0,1,0
908,908,1,28,0,0,0,1,0,1,0
909,909,1,39,0,0,1,6,1,6,1
910,910,1,22,0,0,0,1,0,1,1
911,911,1,46,0,0,0,2,0,2,1
912,912,1,25,0,0,0,0,1,0,0
913,913,1,52,0,0,0,1,0,1,0
914,914,1,28,0,0,0,4,1,4,1
915,915,0,57,0,0,0,1,0,1,1
916,916,1,49,0,0,0,3,0,3,1
917,917,1,21,0,0,0,2,0,2,1
918,918,1,32,0,0,0,19,0,19,1
919,919,1,63,0,0,0,3,1,3,0
920,920,1,29,0,0,0,2,0,2,0
921,921,1,46,0,0,0,0,1,0,0
922,922,1,23,0,0,0,5,0,5,1
923,923,1,28,0,0,0,10,1,10,1
924,924,1,27,0,0,0,1,0,1,0
925,925,0,69,0,0,0,0,1,0,0
926,926,1,47,0,0,0,0,1,0,0
927,927,1,45,0,0,0,1,0,1,0
928,928,0,33,0,0,0,1,1,1,0
929,929,0,27,0,0,0,0,1,0,1
930,930,1,47,0,0,0,4,0,4,1
931,931,1,32,0,0,0,14,0,14,1
932,932,1,24,0,0,0,2,0,2,0
933,933,1,26,0,0,0,5,0,5,1
934,934,1,47,0,0,0,0,1,0,0
935,935,1,25,0,0,0,1,0,1,0
936,936,1,21,0,0,0,1,0,1,0
937,937,1,25,0,0,0,2,1,2,1
938,938,1,22,1,1,0,6,0,6,1
939,939,0,26,0,0,0,0,0,0,0
940,940,1,20,0,0,0,0,0,0,0
941,941,1,30,0,0,0,1,1,1,1
942,942,1,45,0,0,0,0,0,0,1
943,943,1,33,0,0,0,7,0,7,1
944,944,1,35,0,0,0,2,0,2,0
945,945,1,41,0,0,0,5,0,5,0
946,946,1,23,0,0,0,0,1,0,0
947,947,0,21,0,1,0,0,1,0,1
948,948,1,54,0,0,0,0,0,0,0
949,949,1,27,0,0,0,10,0,10,1
950,950,1,22,0,0,0,0,1,0,0
951,951,0,21,0,0,0,0,1,0,1
952,952,1,23,0,0,0,2,0,2,1
953,953,1,30,0,0,0,1,1,1,0
954,954,1,36,0,0,0,5,1,5,1
955,955,0,24,0,0,0,2,0,2,1
956,956,1,29,0,0,1,10,0,10,1
957,957,1,54,0,0,0,4,1,4,1
958,958,1,22,0,0,0,2,1,2,1
959,959,1,38,0,0,0,2,0,2,0
960,960,1,26,0,0,0,0,1,0,1
961,961,0,20,0,0,0,0,0,0,0
962,962,1,56,0,0,0,0,1,0,0
963,963,1,52,0,0,0,6,1,6,1
964,964,1,29,0,0,0,0,0,0,0
965,965,0,23,0,0,0,6,1,6,0
966,966,1,35,0,0,0,1,1,1,0
967,967,1,32,0,0,0,8,0,8,1
968,968,1,21,0,0,0,1,1,1,1
969,969,1,25,0,0,0,0,0,0,0
970,970,1,32,0,1,0,5,1,5,1
971,971,1,30,0,0,0,4,1,4,1
972,972,0,30,0,0,0,3,0,3,0
973,973,1,23,0,0,0,2,0,2,1
974,974,1,32,1,0,0,8,0,8,0
975,975,1,52,0,0,0,1,0,1,0
976,976,1,29,0,0,0,6,0,6,1
977,977,1,42,0,0,0,0,1,0,0
978,978,1,21,0,0,1,0,0,0,1
979,979,0,36,0,0,0,4,0,4,1
980,980,0,22,0,0,0,0,1,0,0
981,981,1,45,0,0,0,2,0,2,0
982,982,1,29,0,0,0,0,1,0,0
983,983,1,54,0,0,0,2,1,2,0
984,984,1,30,0,0,0,6,0,6,1
985,985,1,51,0,0,0,17,1,17,0
986,986,1,45,0,0,0,20,0,20,1
987,987,1,27,0,0,0,3,0,3,1
988,988,1,24,0,0,0,1,0,1,1
989,989,1,24,0,0,0,2,0,2,0
990,990,1,23,0,0,0,2,1,2,0
991,991,0,42,0,0,0,2,1,2,0
992,992,1,36,0,0,0,5,0,5,0
993,993,0,38,0,1,0,8,1,8,1
994,994,1,69,0,0,0,0,1,0,0
995,995,1,21,0,0,1,1,0,1,1
996,996,1,59,0,0,0,1,1,1,0
997,997,1,39,0,0,0,1,0,1,0
998,998,1,29,0,0,0,2,0,2,0
999,999,1,22,0,0,0,1,1,1,1
1000,1000,1,28,0,0,0,1,0,1,0
1001,1001,1,44,0,0,0,6,0,6,0
1002,1002,1,25,0,0,0,2,0,2,0
1003,1003,1,31,0,0,0,0,0,0,0
1004,1004,1,35,0,1,0,17,1,17,1
1005,1005,1,27,0,0,0,11,1,11,1
1006,1006,1,33,0,0,0,1,0,1,0
1007,1007,1,28,0,0,0,6,0,6,1
1008,1008,1,20,1,0,1,1,0,1,1
1009,1009,1,60,0,0,0,1,0,1,0
1010,1010,1,53,0,0,0,0,1,0,0
1011,1011,1,51,0,0,0,0,0,0,1
1012,1012,1,25,0,0,0,1,0,1,0
1013,1013,1,27,2,1,0,5,0,5,1
1014,1014,0,54,0,0,0,0,0,0,0
1015,1015,0,26,0,0,1,3,1,3,0
1016,1016,1,24,1,2,0,3,1,3,0
1017,1017,1,55,0,0,0,1,0,1,1
1018,1018,1,26,0,0,0,0,0,0,0
1019,1019,0,75,0,0,0,5,0,5,0
1020,1020,1,36,0,0,0,16,0,16,1
1021,1021,1,56,0,0,0,8,0,8,0
1022,1022,1,34,0,0,0,0,0,0,1
1023,1023,0,25,0,0,0,5,1,5,1
1024,1024,1,46,0,0,0,0,0,0,0
1025,1025,1,27,0,0,0,1,0,1,0
1026,1026,1,24,0,0,0,1,1,1,0
1027,1027,1,28,0,0,0,3,1,3,1
1028,1028,1,42,1,0,1,13,1,13,1
1029,1029,1,59,0,0,0,2,1,2,0
1030,1030,1,39,0,0,0,1,0,1,0
1031,1031,1,46,0,0,0,5,1,5,0
1032,1032,1,25,0,0,0,1,0,1,0
1033,1033,1,55,0,0,0,2,0,2,0
1034,1034,1,35,0,0,0,1,1,1,1
1035,1035,1,43,0,0,0,0,1,0,1
1036,1036,0,53,0,0,0,0,1,0,0
1037,1037,0,21,0,0,0,0,1,0,0
1038,1038,1,55,0,0,0,17,0,17,1
1039,1039,1,27,0,0,0,1,0,1,1
1040,1040,1,40,0,0,0,0,0,0,0
1041,1041,0,37,0,0,0,0,1,0,0
1042,1042,1,32,0,0,0,2,1,2,1
1043,1043,1,32,0,0,0,2,1,2,0
1044,1044,1,36,0,0,0,4,1,4,1
1045,1045,1,22,0,0,0,0,1,0,0
1046,1046,0,31,0,0,0,0,0,0,0
1047,1047,0,26,0,0,0,4,0,4,1
1048,1048,0,50,0,0,0,30,1,30,1
1049,1049,1,47,0,0,0,4,0,4,0
1050,1050,1,36,0,0,0,2,0,2,0
1051,1051,0,38,0,0,0,0,0,0,0
1052,1052,1,35,0,0,0,0,0,0,0
1053,1053,1,53,0,0,0,0,0,0,0
1054,1054,1,53,0,0,0,2,0,2,0
1055,1055,1,57,0,0,0,19,0,19,0
1056,1056,1,22,0,0,0,5,0,5,1
1057,1057,1,21,0,0,0,0,0,0,1
1058,1058,1,26,0,0,0,0,0,0,1
1059,1059,0,24,0,0,0,1,0,1,0
1060,1060,1,27,0,0,0,2,0,2,0
1061,1061,0,49,0,0,0,4,0,4,0
1062,1062,1,47,0,0,0,1,0,1,1
1063,1063,1,30,0,0,0,8,0,8,1
1064,1064,1,44,0,0,0,3,0,3,0
1065,1065,1,34,0,0,0,1,0,1,0
1066,1066,1,45,0,0,0,10,0,10,1
1067,1067,1,38,0,0,0,0,0,0,0
1068,1068,1,50,0,0,0,2,1,2,0
1069,1069,1,29,0,0,0,1,1,1,0
1070,1070,1,26,0,0,0,0,0,0,0
1071,1071,1,44,0,0,0,2,1,2,0
1072,1072,0,22,0,0,0,1,0,1,1
1073,1073,1,47,0,0,0,0,1,0,0
1074,1074,1,49,0,0,0,0,0,0,0
1075,1075,1,49,0,0,0,1,0,1,1
1076,1076,1,59,0,0,0,2,0,2,0
1077,1077,1,32,0,0,0,6,1,6,0
1078,1078,1,24,0,0,2,1,1,1,1
1079,1079,1,40,0,0,0,0,1,0,0
1080,1080,1,32,0,0,0,0,0,0,0
1081,1081,0,54,0,0,0,0,1,0,0
1082,1082,1,27,0,0,1,9,0,9,1
1083,1083,0,40,0,0,0,1,1,1,0
1084,1084,1,25,0,0,0,2,1,2,0
1085,1085,1,34,0,0,0,1,1,1,0
1086,1086,0,62,0,0,0,2,0,2,1
1087,1087,1,20,0,0,0,0,1,0,1
1088,1088,1,37,2,0,0,18,1,18,0
1089,1089,0,30,0,0,0,5,0,5,1
1090,1090,1,23,0,0,0,1,0,1,1
1091,1091,0,20,0,0,0,0,0,0,0
1092,1092,1,29,0,0,0,7,1,7,1
1093,1093,1,24,0,0,0,1,0,1,0
1094,1094,0,54,0,0,0,1,1,1,0
1095,1095,1,66,0,0,0,3,0,3,0
1096,1096,1,50,0,0,0,8,0,8,0
1097,1097,1,50,0,0,0,7,0,7,0
1098,1098,1,40,0,0,0,3,0,3,0
1099,1099,0,30,0,0,0,4,1,4,1
1100,1100,0,24,0,0,0,2,0,2,0
1101,1101,1,24,0,0,0,0,0,0,1
1102,1102,0,23,0,0,0,3,0,3,1
1103,1103,1,24,0,0,0,4,1,4,1
1104,1104,1,54,0,0,0,3,1,3,1
1105,1105,1,25,0,0,2,4,1,4,0
1106,1106,1,46,0,0,0,1,1,1,0
1107,1107,0,35,0,0,0,10,0,10,0
1108,1108,1,25,0,0,0,1,0,1,0
1109,1109,0,22,0,0,0,0,1,0,0
1110,1110,0,32,0,0,0,1,0,1,0
1111,1111,1,25,0,0,0,0,1,0,1
1112,1112,1,22,0,0,0,3,0,3,1
1113,1113,1,33,0,0,0,16,0,16,1
1114,1114,0,49,0,0,0,0,1,0,1
1115,1115,1,30,0,0,0,10,0,10,0
1116,1116,1,33,0,0,0,4,1,4,1
1117,1117,1,24,0,0,0,0,0,0,0
1118,1118,1,33,0,0,1,12,1,12,1
1119,1119,1,37,0,0,0,0,1,0,0
1120,1120,0,40,0,0,0,0,1,0,0
1121,1121,1,27,0,0,0,1,0,1,0
1122,1122,1,43,0,0,0,9,0,9,1
1123,1123,1,26,0,0,0,11,0,11,0
1124,1124,1,35,0,0,0,5,0,5,1
1125,1125,1,25,0,1,0,11,0,11,1
1126,1126,1,61,0,0,0,1,0,1,1
1127,1127,1,53,0,0,0,1,0,1,1
1128,1128,0,27,0,0,0,0,0,0,0
1129,1129,0,52,0,0,0,1,0,1,0
1130,1130,1,26,0,0,0,7,1,7,1
1131,1131,1,39,0,0,0,1,1,1,1
1132,1132,1,47,0,0,0,5,0,5,0
1133,1133,1,50,0,0,0,1,0,1,0
1134,1134,0,52,0,0,0,6,1,6,0
1135,1135,0,41,0,0,0,0,1,0,0
1136,1136,1,37,0,0,0,0,1,0,0
1137,1137,0,24,0,0,0,0,0,0,0
1138,1138,0,34,0,0,0,14,0,14,0
1139,1139,1,24,0,0,0,5,0,5,1
1140,1140,1,20,0,0,0,0,1,0,1
1141,1141,1,25,0,0,0,1,1,1,1
1142,1142,1,31,0,0,0,3,1,3,0
1143,1143,0,62,0,0,0,0,1,0,0
1144,1144,1,23,0,0,0,0,0,0,1
1145,1145,0,60,0,0,0,0,0,0,0
1146,1146,1,35,0,0,0,0,1,0,0
1147,1147,0,24,0,0,0,0,0,0,0
1148,1148,0,56,0,0,0,1,0,1,1
1149,1149,1,30,0,0,0,0,1,0,0
1150,1150,1,41,0,0,0,17,1,17,1
1151,1151,1,35,0,0,0,4,0,4,1
1152,1152,0,28,0,0,0,0,1,0,0
1153,1153,1,23,0,1,0,1,1,1,0
1154,1154,1,56,0,0,0,0,0,0,0
1155,1155,1,23,0,0,0,2,0,2,1
1156,1156,1,20,0,0,0,0,0,0,1
1157,1157,1,37,0,1,0,4,0,4,0
1158,1158,1,23,0,1,0,1,1,1,0
1159,1159,1,21,0,0,0,0,0,0,1
1160,1160,0,21,1,2,2,3,0,3,0
1161,1161,0,35,0,0,0,2,0,2,0
1162,1162,1,33,0,0,0,3,1,3,0
1163,1163,1,21,0,0,0,0,0,0,0
1164,1164,1,41,2,1,0,9,1,9,0
1165,1165,1,24,0,0,0,0,0,0,0
1166,1166,1,20,0,0,0,2,0,2,1
1167,1167,1,28,0,0,0,9,0,9,1
1168,1168,1,25,0,0,0,7,0,7,0
1169,1169,1,49,0,0,0,3,0,3,0
1170,1170,0,22,0,0,0,0,0,0,0
1171,1171,1,21,0,0,0,0,0,0,1
1172,1172,0,27,0,0,0,3,0,3,1
1173,1173,1,32,0,0,0,4,0,4,1
1174,1174,1,50,0,0,0,4,1,4,0
1175,1175,0,23,0,0,0,0,1,0,0
1176,1176,1,34,0,0,0,0,1,0,0
1177,1177,1,35,0,0,0,1,1,1,0
1178,1178,1,25,0,0,1,4,0,4,1
1179,1179,0,33,0,0,0,2,0,2,1
1180,1180,1,25,0,0,0,1,1,1,1
1181,1181,1,30,0,0,0,0,1,0,0
1182,1182,1,42,0,0,0,0,1,0,0
1183,1183,0,29,0,0,0,11,0,11,1
1184,1184,0,32,0,0,0,6,0,6,1
1185,1185,1,24,0,0,0,5,0,5,0
1186,1186,1,52,0,0,0,3,0,3,0
1187,1187,0,26,0,0,0,3,1,3,0
1188,1188,1,31,0,0,0,2,0,2,1
1189,1189,1,38,0,0,0,0,0,0,0
1190,1190,1,47,0,0,0,2,1,2,0
1191,1191,1,25,0,0,0,5,0,5,0
1192,1192,0,30,0,0,0,0,0,0,0
1193,1193,1,20,0,0,0,0,1,0,1
1194,1194,0,29,0,0,0,2,0,2,0
1195,1195,1,24,0,0,0,0,0,0,0
1196,1196,1,31,0,0,0,0,0,0,0
1197,1197,0,54,0,0,0,12,0,12,0
1198,1198,0,37,0,0,0,1,1,1,0
1199,1199,1,43,0,0,0,0,1,0,1
1200,1200,1,49,0,0,0,8,0,8,1
1201,1201,0,33,0,0,0,1,0,1,0
1202,1202,1,20,0,0,0,1,0,1,0
1203,1203,1,42,0,0,0,0,1,0,0
1204,1204,1,44,0,0,0,0,0,0,1
1205,1205,1,28,0,0,0,5,0,5,1
1206,1206,1,32,0,0,0,4,0,4,1
1207,1207,1,28,0,0,0,7,0,7,1
1208,1208,1,38,0,0,0,0,0,0,0
1209,1209,1,38,0,0,0,3,0,3,0
1210,1210,1,21,0,0,0,1,0,1,0
1211,1211,0,34,0,0,0,0,1,0,0
1212,1212,1,21,0,0,0,1,0,1,1
1213,1213,1,36,0,0,0,1,0,1,1
1214,1214,1,29,0,0,0,0,1,0,1
1215,1215,1,34,0,0,1,3,0,3,1
1216,1216,1,38,0,0,0,1,1,1,0
1217,1217,1,36,0,0,0,0,0,0,0
1218,1218,1,32,0,0,0,0,1,0,0
1219,1219,1,23,0,0,0,0,1,0,0
1220,1220,1,47,0,0,0,0,1,0,0
1221,1221,1,20,0,0,0,0,0,0,0
1222,1222,0,25,0,0,0,2,0,2,1
1223,1223,1,35,0,0,0,0,1,0,0
1224,1224,0,30,0,0,0,1,0,1,0
1225,1225,0,28,0,0,0,1,1,1,0
1226,1226,1,30,0,0,0,2,1,2,1
1227,1227,0,45,0,0,0,3,1,3,0
1228,1228,1,24,0,0,0,2,1,2,1
1229,1229,1,22,0,0,0,0,0,0,0
1230,1230,1,20,0,8,1,8,0,8,1
1231,1231,0,42,0,0,0,0,1,0,1
1232,1232,1,24,1,1,0,8,0,8,1
1233,1233,1,40,0,0,0,0,1,0,0
1234,1234,1,27,0,0,0,1,0,1,0
1235,1235,1,60,0,0,0,12,0,12,0
1236,1236,1,33,0,0,0,6,1,6,0
1237,1237,1,34,0,0,0,2,1,2,1
1238,1238,1,24,0,0,0,4,1,4,0
1239,1239,1,27,0,0,0,0,1,0,1
1240,1240,1,29,1,1,1,4,0,4,1
